"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.27912078798527e-185,0.984405021409019,0.256,0.16,4.49852861132532e-181,0,"AHNAK"
1.20381498170038e-184,0.621310777081187,0.306,0.275,2.37609001088022e-180,0,"TAGAP"
7.3841844673039e-183,0.62591074617392,0.287,0.252,1.45749033015644e-178,0,"AMD1"
5.72282951247132e-180,0.65420874579811,0.264,0.227,1.12957208917159e-175,0,"SH2D2A"
2.15426851659564e-179,0.436877299117924,0.416,0.39,4.25209519805647e-175,0,"SNRPG"
6.51029819905899e-179,0.928858338746527,0.284,0.206,1.28500265853026e-174,0,"GADD45B"
6.51730962965112e-179,0.713884501198897,0.312,0.248,1.28638657470054e-174,0,"FAM177A1"
9.97617065954472e-179,0.309654125127144,0.645,0.641,1.96909656478094e-174,0,"YWHAZ"
2.05307180284373e-178,0.351330801798994,0.407,0.404,4.05235312445295e-174,0,"PSMB1"
7.46106721492158e-178,0.478299931703841,0.861,0.814,1.47266544688122e-173,0,"RGS1"
6.45978752153541e-176,0.43475272478436,0.341,0.322,1.27503286100066e-171,0,"PSMB3"
6.95668537451018e-176,0.302662276611635,0.591,0.592,1.37311055922082e-171,0,"TCEB2"
1.56264654589279e-175,0.370466886585683,0.417,0.41,3.08435175228319e-171,0,"SNU13"
7.71674896200911e-175,0.301681073067369,0.679,0.676,1.52313191012136e-170,0,"ARPC3"
8.72464123088999e-174,0.36462226673955,0.464,0.451,1.72206968615307e-169,0,"TMEM59"
7.39600158437933e-172,0.389774523379105,0.516,0.489,1.45982279272479e-167,0,"CLK1"
9.15655199677452e-172,0.278812837673501,0.397,0.41,1.80732023312335e-167,0,"SUMO1"
1.48387573207052e-171,0.280220498080731,0.552,0.564,2.92887391996079e-167,0,"MORF4L1"
2.66493347134856e-171,0.925765040211242,0.217,0.153,5.26004568574779e-167,0,"PDE4B"
5.87948773462483e-170,0.750658448640573,0.277,0.241,1.16049328906025e-165,0,"ISG15"
7.41153589144919e-169,0.284527460543158,0.828,0.817,1.46288895425424e-164,0,"PTPRC"
9.15601895943098e-169,0.270394127005671,0.439,0.453,1.80721502221249e-164,0,"SEC61G"
1.09316517568707e-168,0.336668906653866,0.848,0.822,2.15768942377114e-164,0,"CORO1A"
2.86615707213053e-167,0.398962305517661,0.326,0.319,5.65722082897123e-163,0,"UBE2L3"
4.68023772435063e-167,0.65289928609513,0.393,0.307,9.23785322032326e-163,0,"RNF19A"
6.03678401129352e-167,0.30072558206385,0.656,0.648,1.19154042814911e-162,0,"UBL5"
1.46817340168933e-166,0.321316333901603,0.606,0.596,2.8978806602544e-162,0,"IL2RG"
3.70294584177242e-166,0.406722875046691,0.592,0.556,7.3088745024904e-162,0,"JUND"
1.33537802926756e-165,0.266692117407652,0.451,0.468,2.63576915416831e-161,0,"COX7B"
1.61881329560719e-165,0.615449573960363,0.366,0.305,3.19521368286948e-161,0,"TRAT1"
2.83360952983935e-165,0.343538568052614,0.507,0.508,5.59297848999691e-161,0,"LDHA"
1.24916983848597e-164,0.273194290339986,0.52,0.531,2.46561142720361e-160,0,"RHOA"
1.14804268683776e-163,0.558866631474746,0.444,0.388,2.26600665528036e-159,0,"BTG2"
1.37125549212488e-163,0.323951060585573,0.403,0.403,2.70658409035608e-159,0,"FKBP8"
1.71606288696669e-163,0.926222507072357,0.234,0.156,3.38716492629485e-159,0,"FAM129A"
9.94506923514992e-163,0.964329287942228,0.208,0.138,1.96295776563389e-158,0,"ATG2A"
1.01972003812332e-162,0.279081926426007,0.468,0.479,2.01272341124782e-158,0,"SNRPB"
1.0664909717953e-162,0.276757751355996,0.464,0.483,2.10503988012956e-158,0,"PARK7"
2.28923415898521e-162,0.322515434194063,0.391,0.392,4.51849038300501e-158,0,"NDUFB8"
2.59440790021695e-162,1.19260053986327,0.168,0.091,5.12084231344822e-158,0,"AOAH"
9.49664912610515e-162,0.379078376479347,0.643,0.627,1.87444860451063e-157,0,"NEAT1"
1.64261009340973e-161,1.15393039423446,0.178,0.097,3.24218380237213e-157,0,"FABP5"
2.38624277150437e-161,0.284401914906213,0.533,0.534,4.70996598239532e-157,0,"NDUFA1"
3.11234012640447e-161,0.35166711186129,0.411,0.422,6.14313694149715e-157,0,"S100A11"
2.02123058491558e-160,1.13251288948689,0.211,0.121,3.98950492850636e-156,0,"LMNA"
