"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err","ONTOLOGY"
"GO:0072329","monocarboxylic acid catabolic process",109,0.450581228081723,2.06496215150207,1.04028525950394e-06,3.32438985102346e-05,1.38493938290091e-05,4801,"tags=49%, list=28%, signal=35%","6652/5826/1374/11057/3295/9123/10449/1891/171586/3033/11332/1666/6566/37/1066/26061/8310/27349/32/5194/10994/34/3712/91452/1737/30/207/23175/9663/5096/84879/2109/51084/51/2110/3939/83752/3030/1376/390916/84830/6342/254552/1962/64900/1384/5465/2108/80724/3032/10455/54905/1632",0.643551836150722,"BP"
"GO:0033489","cholesterol biosynthetic process via desmosterol",20,0.653212057204848,2.06237112296269,0.000248933522380301,0.00287005708156111,0.00119566454644419,5524,"tags=85%, list=32%, signal=58%","1718/3930/1717/3157/3156/2222/4597/50814/6713/6307/6309/10654/10682/4598/4047/3422/64801",0.49849310876659,"BP"
"GO:0000280","nuclear division",363,0.38432917846195,2.05865862381943,1e-10,1.25106382978723e-08,5.21192653702082e-09,3977,"tags=41%, list=23%, signal=32%","57082/24137/3832/157313/9918/4288/79080/3833/3619/2801/9319/22974/54443/7153/3837/9928/5347/1063/9371/1104/220134/9055/11065/151246/146909/991/10726/9787/90417/3192/332/9897/10051/56992/81620/995/1778/9493/1062/4751/6790/9031/140735/11004/55055/699/23397/891/55143/221150/54908/29127/378708/1058/55968/23212/348235/23304/8243/27183/10419/8815/4085/64151/27243/23063/23310/387/701/1642/3550/137886/81930/440145/23636/27338/7283/1781/84722/8438/11130/7272/10403/2059/9585/51203/57132/10040/8678/4041/1111/23236/6993/54892/983/8766/10361/79866/2491/151648/9212/22919/26065/221035/9525/10592/57405/5885/256006/51143/9088/8555/83903/150365/387893/148362/83540/92421/5888/3553/147841/9232/54617/26271/64105/11200/9587/84057/54627/79643/10615/9126/10635/11044/3021/79003/100507650/8899/25788/8467/10540/8697/10524/25978/7917/8655/63979/83990/9183",NA,"BP"
"GO:0072526","pyridine-containing compound catabolic process",86,0.470588856225602,2.0555003292077,5.65393360840081e-06,0.000133514576776694,5.5622115292063e-05,4588,"tags=53%, list=27%, signal=40%","4860/2597/3091/2023/9759/5214/351/669/80201/3099/9611/64223/54625/3607/5236/84676/405/2821/5223/5230/226/8671/3101/5209/51422/221937/57103/2475/55526/3939/51341/5208/6714/5315/5211/5562/5515/5566/4967/2203/7167/3458/3692/5465/53632/3098",0.610526878385931,"BP"
"GO:0007030","Golgi organization",127,0.433706498071275,2.05270713342333,5.4327505679933e-07,1.9360347478667e-05,8.06551243729662e-06,4585,"tags=46%, list=26%, signal=34%","3998/6836/81671/55666/64746/55300/2801/54732/55014/7534/5347/80124/5861/1453/6811/11196/26003/2580/339122/2804/55968/5205/8729/10419/5604/64083/8548/9950/137886/8615/10959/51014/57662/55204/9529/983/79591/84342/23423/5595/4218/10972/400/55361/128637/165324/81876/1452/9321/91949/9648/9183/53407/11235/5605/50999/146456/64689/81555",0.659444398037935,"BP"
"GO:0032609","type II interferon production",102,0.446167676717384,2.04771873975212,3.27835639083163e-06,8.41778846204804e-05,3.50684705478514e-05,5756,"tags=59%, list=33%, signal=39%","5690/53832/5696/80149/5699/8140/3670/351/5698/7474/11119/3329/11118/5685/5684/29126/3105/3113/3595/161882/1054/80381/7098/149233/5686/3123/654346/3965/708/2150/8807/5683/5687/51744/3553/51506/5692/8740/29108/7784/6504/5688/11126/23513/5914/3606/284194/7855/51311/11035/5689/3594/3624/79876/8764/8809/9173/3115/3146/5682",0.627256739718528,"BP"
"GO:0072594","establishment of protein localization to organelle",323,0.386357742602908,2.04553233112067,1e-10,1.25106382978723e-08,5.21192653702082e-09,4932,"tags=44%, list=28%, signal=32%","6774/1871/3309/7494/9531/80149/103/51271/29927/8943/9709/1894/6747/3837/8239/7874/9131/10469/3329/3320/8027/3838/9789/22879/1994/10762/137492/84134/55275/6731/10452/7531/84315/26061/10073/10890/27183/60559/64083/23471/29103/55670/23636/6748/5194/23633/57506/7529/3312/9695/6729/24141/25813/7013/6745/3717/999/8678/55204/5580/26262/51762/7879/1386/57154/3728/983/8766/3839/6449/6728/207/6730/4928/10856/6396/30000/5514/10527/51307/58477/1072/4580/6734/6950/4121/10440/80273/3308/55506/83752/6788/9868/602/5018/347/401505/55723/56478/9555/90580/79568/10952/7251/5903/10155/10254/908/9648/55135/6727/1678/7917/55612/3009/10758/6746/79711/134266/11267/3840/11331/51555/92609/4869/5901/26985/30849/23558/285521/55027/5195/28972/2060/79035/948/9804/3482/23788/142/51569/9688/11261",NA,"BP"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",317,0.383860338952062,2.04318388956563,1e-10,1.25106382978723e-08,5.21192653702082e-09,4078,"tags=40%, list=24%, signal=31%","717/3426/6774/64332/5690/10384/5130/8741/28385/5696/28452/80149/2215/63976/2214/3106/5819/2013/3493/5699/28423/3077/54542/5698/7532/28449/28448/28408/28409/28410/9021/28473/727/3329/11118/5685/3134/5684/28424/3133/3107/7037/2212/6398/29126/3105/28455/28444/51111/2048/6830/28394/3494/6046/2209/28442/634/7133/28412/3539/3726/28434/2207/3595/8078/28457/28467/165918/149233/1178/57089/3981/28391/5686/563/3123/28388/10039/713/28426/28468/3965/4683/725/3538/708/28414/5595/567/28450/8807/2475/51279/5683/28420/22976/28392/5321/5687/3136/3135/3501/5551/972/3553/5562/4976/5692/23376/28445/9025/149840/2956/28834/720/733/5245/3122/30009/714/7784/6504/5688/1075/10758/28400/79465",NA,"BP"
"GO:0071496","cellular response to external stimulus",68,0.490039940447344,2.04260756832312,2.91114007703487e-05,0.000512500109370211,0.000213507325258292,3444,"tags=38%, list=20%, signal=31%","3659/834/4615/578/838/8915/3673/5781/841/664/7132/5599/6662/2805/7098/1111/2729/355/8795/50848/4055/5595/1605/3553/6548/8740",0.575610261071129,"BP"
"GO:0022411","cellular component disassembly",402,0.376769060300895,2.0411933531003,1e-10,1.25106382978723e-08,5.21192653702082e-09,3885,"tags=37%, list=22%, signal=29%","6774/836/7415/10211/23197/81671/124602/9921/63908/25851/9793/444/55666/9948/6737/6749/3249/5578/2801/22974/55604/1213/10226/7153/55014/1639/5347/1520/6804/146909/3799/382/10043/5644/4035/4609/6790/9342/79142/11004/5976/4905/6811/664/10973/2580/488/5756/55337/285590/90850/26586/6712/84164/8729/26499/27183/8562/27243/6599/2107/29979/23008/81930/11198/57482/219402/2935/3312/11344/57159/2059/29766/57216/57132/136319/8678/51534/8751/11145/4312/9100/6711/51474/983/4323/713/23616/2314/801/23175/130399/5329/9212/80119/3159/170689/3688/2150/4528/9525/10985/5514/347240/10298/29028/149371/4314/1072/10241/81631/118/10783/6455/3925/83743/7353/9289/11034/1677/6709/55776/9325/92421/8775/829/3553/5045/6840/22980/4830/5562/55239/253725/79643/10855/53918/23376/7251/55201/54516/6603/10524/25978/714/6499/22985/123",NA,"BP"
