"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME","significance"
"ENSG00000112232",-2.28440871397987,0.675602774496999,-12.5934291480679,7.12392530746014e-30,1.49424333323976e-25,55.5543526549368,"KHDRBS2","202559","KH RNA binding domain containing, signal transduction associated 2","Down in CD"
"ENSG00000257612",-1.99687086627668,-1.08816622415422,-9.43462962647825,7.8878056521299e-19,8.27233617767123e-15,30.7655637804264,"MIR4307HG","101927081","MIR4307 host gene","Down in CD"
"ENSG00000162896",0.926139268124663,12.8227018756634,9.35741145848018,1.4038324145048e-18,9.81512829807941e-15,31.2305009429917,"PIGR","5284","polymeric immunoglobulin receptor","Not Significant"
"ENSG00000185008",-0.990819168315161,2.66676374641457,-9.1994774785692,4.52696701759365e-18,2.37382832985067e-14,30.285860857719,"ROBO2","6092","roundabout guidance receptor 2","Not Significant"
"ENSG00000113282",0.312523279685106,7.54516994443115,8.84705622444215,5.92427920519289e-17,2.48523512657842e-13,27.8863012721411,"CLINT1","9685","clathrin interactor 1","Not Significant"
"ENSG00000112699",0.404305847357832,6.00509541516704,8.73709493406901,1.30583312190118e-16,4.56497495531287e-13,27.1125774067537,"GMDS","2762","GDP-mannose 4,6-dehydratase","Not Significant"
"ENSG00000166278",0.840881812878885,4.0482661440921,8.66070012324181,2.25349581598633e-16,6.75243924861618e-13,26.5722904762118,"C2","717","complement C2","Not Significant"
"ENSG00000007171",1.65300772292792,5.60860265126508,8.50181740240634,6.94508679265517e-16,1.54498840273192e-12,25.4870457850488,"NOS2","4843","nitric oxide synthase 2","Up in CD"
"ENSG00000124406",-0.42522443702588,7.9152034337003,-8.49346485214155,7.36585650885302e-16,1.54498840273192e-12,25.4310248280136,"ATP8A1","10396","ATPase phospholipid transporting 8A1","Not Significant"
"ENSG00000187908",1.29031321402187,10.4321270628098,8.50456422460772,6.81198067657664e-16,1.54498840273192e-12,25.4724758825395,"DMBT1","1755","deleted in malignant brain tumors 1","Up in CD"
"ENSG00000139514",0.434563514116806,6.0352980972035,8.47656778715734,8.29573084512026e-16,1.58184504069452e-12,25.3080500495513,"SLC7A1","6541","solute carrier family 7 member 1","Not Significant"
"ENSG00000125347",0.500498966225848,7.6877352252408,8.40955036527227,1.32744148390501e-15,2.3202570937423e-12,24.856062487555,"IRF1","3659","interferon regulatory factor 1","Not Significant"
"ENSG00000189157",-0.734144063068226,2.38743069261247,-8.35468467924522,1.94721625193208e-15,3.14175852955964e-12,24.4065079463032,"FAM47E","100129583","family with sequence similarity 47 member E","Not Significant"
"ENSG00000003400",0.648751090902284,6.69409752257756,8.34367445248733,2.10244817550475e-15,3.14991789151515e-12,24.401921013604,"CASP10","843","caspase 10","Not Significant"
"ENSG00000160183",0.839708200052929,1.69630161687405,8.29422305659841,2.96484954991269e-15,4.14584795396124e-12,23.8675718732995,"TMPRSS3","64699","transmembrane serine protease 3","Not Significant"
"ENSG00000006740",0.537864265607225,4.07885523890486,8.27688913987781,3.34346874160846e-15,4.38307855345233e-12,23.9578958969291,"ARHGAP44","9912","Rho GTPase activating protein 44","Not Significant"
"ENSG00000205403",0.944026965469101,5.13812122048466,8.19321354721026,5.95927496754535e-15,7.35269367319198e-12,23.394854515472,"CFI","3426","complement factor I","Not Significant"
"ENSG00000185624",0.419923289767308,9.22549007147616,8.17601618089924,6.70780957203364e-15,7.81646143185587e-12,23.281918626306,"P4HB","5034","prolyl 4-hydroxylase subunit beta","Not Significant"
"ENSG00000160190",0.411693683250376,6.84383454526665,8.13189837371623,9.08023387429e-15,1.00241002901701e-11,22.9769936106591,"SLC37A1","54020","solute carrier family 37 member 1","Not Significant"
"ENSG00000138606",0.607782465302376,3.18782252209051,8.01500988396367,2.01538115309506e-14,2.01298188981756e-11,22.1909821650787,"SHF","90525","Src homology 2 domain containing F","Not Significant"
"ENSG00000177359",-0.803150281545399,3.73782615128177,-8.01778911941179,1.97770436077629e-14,2.01298188981756e-11,22.2344583682903,"OVOS2P","144203","ovostatin 2, pseudogene","Not Significant"
"ENSG00000258498",-1.00910129840537,1.24847323057363,-7.96096988632422,2.90640302082605e-14,2.7709910619012e-11,21.6999649373724,"DIO3OS","64150","DIO3 opposite strand upstream RNA","Down in CD"
"ENSG00000128652",-0.629053910484485,1.58822941067913,-7.91225073757621,4.03743225088647e-14,3.68196267227581e-11,21.4112552238432,"HOXD3","3232","homeobox D3","Not Significant"
"ENSG00000140263",0.637285780927042,3.41487263566165,7.84486613541831,6.34760075971707e-14,5.32563703740262e-11,21.0932175334638,"SORD","6652","sorbitol dehydrogenase","Not Significant"
"ENSG00000254087",0.4387865602895,5.73406730468805,7.84966914640639,6.14666276240461e-14,5.32563703740262e-11,21.1125512370129,"LYN","4067","LYN proto-oncogene, Src family tyrosine kinase","Not Significant"
"ENSG00000117036",0.287059435432506,5.74329360838856,7.83477732635083,6.79103804370481e-14,5.4785393448734e-11,21.0152295641975,"ETV3","2117","ETS variant transcription factor 3","Not Significant"
"ENSG00000142657",0.403129793254629,6.60647531845133,7.79460566636931,8.8810547859473e-14,6.89926385686091e-11,20.7538978235232,"PGD","5226","phosphogluconate dehydrogenase","Not Significant"
"ENSG00000107159",1.03155777512725,1.1210841399111,7.73337345325608,1.33453397418249e-13,9.99708932445631e-11,20.1890706077273,"CA9","768","carbonic anhydrase 9","Up in CD"
"ENSG00000128335",0.395778836236457,5.89282749449784,7.71719454548097,1.48562163285251e-13,1.06165151022883e-10,20.2523646496347,"APOL2","23780","apolipoprotein L2","Not Significant"
"ENSG00000248325",-0.966535372024332,-0.473510417574343,-7.7138944273346,1.51845269639403e-13,1.06165151022883e-10,19.8145497012484,NA,NA,NA,"Not Significant"
"ENSG00000170166",-0.671099373951206,1.97875707880014,-7.70526785380231,1.60769496994938e-13,1.08778716111898e-10,20.1310746768812,"HOXD4","3233","homeobox D4","Not Significant"
"ENSG00000156284",-1.45816903623128,1.47137450307992,-7.68008770370946,1.89886774081671e-13,1.24464846448845e-10,19.954654971245,"CLDN8","9073","claudin 8","Down in CD"
"ENSG00000137752",0.512141641347308,7.22916403703239,7.64846045410561,2.33923240511432e-13,1.48683029385676e-10,19.8175107848133,"CASP1","834","caspase 1","Not Significant"
"ENSG00000168610",0.408830471788134,7.949765351406,7.62442761135287,2.73991053403065e-13,1.69028304268509e-10,19.675131960994,"STAT3","6774","signal transducer and activator of transcription 3","Not Significant"
"ENSG00000134532",-0.506417099424982,2.34770978723641,-7.61618806547887,2.892305322912e-13,1.73331726137369e-10,19.5945230987873,"SOX5","6660","SRY-box transcription factor 5","Not Significant"
"ENSG00000105967",-0.703366916953151,6.05783780113273,-7.60838356234075,3.04435374436215e-13,1.77375888299989e-10,19.5541440962242,"TFEC","22797","transcription factor EC","Not Significant"
"ENSG00000170185",0.277323001372553,6.70356168400395,7.59680183802336,3.28463516894386e-13,1.86203304509723e-10,19.4817659861848,"USP38","84640","ubiquitin specific peptidase 38","Not Significant"
"ENSG00000171236",0.943691665643812,3.24905538502108,7.58383630710877,3.57586734631711e-13,1.97378467339477e-10,19.4203555887625,"LRG1","116844","leucine rich alpha-2-glycoprotein 1","Not Significant"
"ENSG00000078487",-0.376774399828342,1.37358939593279,-7.54277930047258,4.67664290155469e-13,2.39250206975877e-10,19.0462835785778,"ZCWPW1","55063","zinc finger CW-type and PWWP domain containing 1","Not Significant"
"ENSG00000141527",0.826342289341335,1.80655936043652,7.54632324889781,4.5697275471324e-13,2.39250206975877e-10,19.0860783014288,"CARD14","79092","caspase recruitment domain family member 14","Not Significant"
"ENSG00000175879",-0.602901042087329,1.44927574846589,-7.54792346111918,4.5222452704223e-13,2.39250206975877e-10,19.0940040910294,"HOXD8","3234","homeobox D8","Not Significant"
"ENSG00000074695",0.312104857785977,8.19921150281251,7.53389329471422,4.95569018508217e-13,2.47489527695473e-10,19.103271769214,"LMAN1","3998","lectin, mannose binding 1","Not Significant"
"ENSG00000144802",0.599614824816816,5.96402346588079,7.49585030128381,6.3480071308255e-13,3.09649882718756e-10,18.8398642489965,"NFKBIZ","64332","NFKB inhibitor zeta","Not Significant"
"ENSG00000163611",-0.187382433983255,5.0523580531047,-7.48739155372482,6.70652322494131e-13,3.197030105526e-10,18.7955620092856,"SPICE1","152185","spindle and centriole associated protein 1","Not Significant"
"ENSG00000188257",0.849389840069334,6.06601441711663,7.48337489169689,6.8836867156248e-13,3.20856286356067e-10,18.7608711447286,"PLA2G2A","5320","phospholipase A2 group IIA","Not Significant"
"ENSG00000165449",-1.04641951233311,3.04825412848818,-7.47478388405732,7.27824899528549e-13,3.31872331904594e-10,18.7414041375415,"SLC16A9","220963","solute carrier family 16 member 9","Down in CD"
"ENSG00000137177",0.239263710857613,6.81821487304896,7.4522043174983,8.42475417989721e-13,3.75813090723771e-10,18.5671201588221,"KIF13A","63971","kinesin family member 13A","Not Significant"
"ENSG00000205089",0.373342988868957,2.34939564889909,7.44901825665965,8.60025189737355e-13,3.75813090723771e-10,18.5373254645831,"CCNI2","645121","cyclin I family member 2","Not Significant"
"ENSG00000102837",0.669010796421004,11.3836303947856,7.40891751141229,1.11426100432976e-12,4.67432491316333e-10,18.3181594397935,"OLFM4","10562","olfactomedin 4","Not Significant"
"ENSG00000132874",-1.10584000181293,1.81470427101376,-7.40991626050008,1.10710954963793e-12,4.67432491316333e-10,18.2954088479835,"SLC14A2","8170","solute carrier family 14 member 2","Down in CD"
"ENSG00000163710",-1.61110233530173,-2.43180745633117,-7.39638511235328,1.2079637716356e-12,4.96804708040329e-10,16.754038189862,"PCOLCE2","26577","procollagen C-endopeptidase enhancer 2","Down in CD"
"ENSG00000138759",-0.74710144907201,3.6035713647586,-7.37462360985236,1.38947023325783e-12,5.60464195049673e-10,18.1195058163833,"FRAS1","80144","Fraser extracellular matrix complex subunit 1","Not Significant"
"ENSG00000255240",-1.03572273871218,-1.36793866890603,-7.36243636731026,1.50260123439978e-12,5.94661526255386e-10,17.2457302223336,"GLYATL1-AS1","283194","GLYATL1 antisense RNA 1","Down in CD"
"ENSG00000131400",-0.505270542771911,1.09773161008077,-7.3468996703846,1.66006695266561e-12,6.44813043188169e-10,17.8185519002397,"NAPSA","9476","napsin A aspartic peptidase","Not Significant"
"ENSG00000112242",0.398325553202131,3.84995035746053,7.25297979246483,3.02298535367269e-12,1.13226996059437e-09,17.3690484739411,"E2F3","1871","E2F transcription factor 3","Not Significant"
"ENSG00000236333",-1.30105644665406,-0.263125673046201,-7.2550948018121,2.98262923611092e-12,1.13226996059437e-09,17.0768821764562,NA,NA,NA,"Down in CD"
"ENSG00000100342",0.468264724010741,5.76753780812772,7.22807719142044,3.54055745728559e-12,1.30286302923799e-09,17.17000319733,"APOL1","8542","apolipoprotein L1","Not Significant"
"ENSG00000182054",0.350883485607696,6.95343734497574,7.22099624138504,3.70303884135215e-12,1.33915930512692e-09,17.1299483265584,"IDH2","3418","isocitrate dehydrogenase (NADP(+)) 2","Not Significant"
"ENSG00000010030",0.533557949376889,4.05904156123233,7.2157703852184,3.82764175948633e-12,1.34491371472299e-09,17.1373822622244,"ETV7","51513","ETS variant transcription factor 7","Not Significant"
"ENSG00000103966",0.352126360161032,5.87974778144526,7.21496574493641,3.84719060230653e-12,1.34491371472299e-09,17.0873460432538,"EHD4","30844","EH domain containing 4","Not Significant"
"ENSG00000125651",0.217097875953637,5.69293420136847,7.20351206043922,4.136357370636e-12,1.42229665326377e-09,17.0178473066387,"GTF2F1","2962","general transcription factor IIF subunit 1","Not Significant"
"ENSG00000125848",0.558542896091754,4.06604171135325,7.1963527668254,4.32786856552748e-12,1.46414585745063e-09,17.0186325842972,"FLRT3","23767","fibronectin leucine rich transmembrane protein 3","Not Significant"
"ENSG00000189149",-0.411272507462816,0.322572469309287,-7.1931388928131,4.41665472121264e-12,1.47046559964183e-09,16.7941752716573,NA,NA,NA,"Not Significant"
"ENSG00000110092",0.34282769444004,5.67443925741325,7.16725051534395,5.2003928484653e-12,1.70434749994624e-09,16.795767300509,"CCND1","595","cyclin D1","Not Significant"
"ENSG00000134569",0.453652084974798,5.39553381097849,7.12815054310457,6.65039746534117e-12,2.14603210516202e-09,16.5611664062331,"LRP4","4038","LDL receptor related protein 4","Not Significant"
"ENSG00000053918",0.319566054032006,4.78203466560549,7.09000759719983,8.44605969267867e-12,2.68418336445356e-09,16.3446241688812,"KCNQ1","3784","potassium voltage-gated channel subfamily Q member 1","Not Significant"
"ENSG00000198959",0.638130023708536,6.27085049014064,7.06786626041226,9.69916689421168e-12,3.03641829262821e-09,16.1892097151656,"TGM2","7052","transglutaminase 2","Not Significant"
"ENSG00000107581",0.205875189503168,7.87028771748306,7.05587668210565,1.04523368474665e-11,3.22408478493545e-09,16.1402918444351,"EIF3A","8661","eukaryotic translation initiation factor 3 subunit A","Not Significant"
"ENSG00000163931",0.272557889128767,6.91170656989317,7.04347442542835,1.12919726417521e-11,3.43259603131523e-09,16.0466790921266,"TKT","7086","transketolase","Not Significant"
"ENSG00000136238",0.394547022936231,6.63909848176402,7.03546661534426,1.18690080003258e-11,3.55646346866906e-09,15.9948346016524,"RAC1","5879","Rac family small GTPase 1","Not Significant"
"ENSG00000126067",0.281075713485158,5.79135618163614,6.99986810708216,1.48056186242583e-11,4.34664364611102e-09,15.7790380015777,"PSMB2","5690","proteasome 20S subunit beta 2","Not Significant"
"ENSG00000148600",-0.967240709120586,5.57735859539262,-6.99653087629148,1.51150598314486e-11,4.34664364611102e-09,15.7601169202257,"CDHR1","92211","cadherin related family member 1","Not Significant"
"ENSG00000172936",0.405828712127054,5.11764511291444,6.99639523703365,1.51277704965962e-11,4.34664364611102e-09,15.7700561067301,"MYD88","4615","MYD88 innate immune signal transduction adaptor","Not Significant"
"ENSG00000174500",-0.331887610211385,3.39268972591202,-6.99303140029264,1.54463794275453e-11,4.37821362828056e-09,15.8007101250122,"GCSAM","257144","germinal center associated signaling and motility","Not Significant"
"ENSG00000015520",2.4787040038113,0.486224962518864,6.98768324997168,1.59665760036281e-11,4.46531908901467e-09,15.4674565901795,"NPC1L1","29881","NPC1 like intracellular cholesterol transporter 1","Up in CD"
"ENSG00000158470",0.262614563945069,5.68611596533973,6.90222428286048,2.70410453591298e-11,7.36605099230841e-09,15.1962630741618,"B4GALT5","9334","beta-1,4-galactosyltransferase 5","Not Significant"
"ENSG00000165794",-1.0403623266313,-1.91797422834782,-6.90244472680697,2.70044789511532e-11,7.36605099230841e-09,14.4144927904115,"SLC39A2","29986","solute carrier family 39 member 2","Down in CD"
"ENSG00000182185",-0.272136022214124,3.42665974366612,-6.8992179174245,2.75446164985973e-11,7.40702988535999e-09,15.244024869587,"RAD51B","5890","RAD51 paralog B","Not Significant"
"ENSG00000102003",0.550553499589626,3.3539659507049,6.8839636615325,3.02452983103765e-11,8.03031812734363e-09,15.1550056054692,"SYP","6855","synaptophysin","Not Significant"
"ENSG00000118985",0.319131495201936,5.59249928076541,6.88090107517714,3.08180881450897e-11,8.08011748554071e-09,15.0693449137753,"ELL2","22936","elongation factor for RNA polymerase II 2","Not Significant"
"ENSG00000044574",0.44414708727974,8.0528718503728,6.8745955108625,3.20311980813524e-11,8.25147215494368e-09,15.0578333743721,"HSPA5","3309","heat shock protein family A (Hsp70) member 5","Not Significant"
"ENSG00000184613",-0.768613522224759,4.57814368927364,-6.87145977147541,3.26518326035912e-11,8.25147215494368e-09,15.0365189829335,"NELL2","4753","neural EGFL like 2","Not Significant"
"ENSG00000206530",-0.296857905908354,4.57545450330915,-6.87149270466141,3.26452533422654e-11,8.25147215494368e-09,15.0413468927392,"CFAP44","55779","cilia and flagella associated protein 44","Not Significant"
"ENSG00000111801",0.397009977009597,5.71077645204111,6.86248896711661,3.44933922700723e-11,8.41277794028799e-09,14.9602204389505,"BTN3A3","10384","butyrophilin subfamily 3 member A3","Not Significant"
"ENSG00000157557",0.269132143127301,8.21081139941304,6.86438885983391,3.40950420821738e-11,8.41277794028799e-09,15.0034387497605,"ETS2","2114","ETS proto-oncogene 2, transcription factor","Not Significant"
"ENSG00000246263",-0.46702924334042,0.381221472744635,-6.86250861273934,3.44892498564964e-11,8.41277794028799e-09,14.878499060583,NA,NA,NA,"Not Significant"
"ENSG00000114354",0.275213238990758,6.81266641151185,6.85525595332007,3.60522412347102e-11,8.69190528618443e-09,14.9191837100835,"TFG","10342","trafficking from ER to golgi regulator","Not Significant"
"ENSG00000173698",-0.507634892091235,1.06436395135677,-6.84681855124221,3.79583167407605e-11,9.04745106406195e-09,14.8588442765602,"ADGRG2","10149","adhesion G protein-coupled receptor G2","Not Significant"
"ENSG00000176597",0.377908332479942,6.0731387395241,6.83903986133764,3.98031566927369e-11,9.38057541157478e-09,14.8179104438635,"B3GNT5","84002","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","Not Significant"
"ENSG00000105053",0.216740114355192,5.76322535669576,6.82684835395908,4.28733025865654e-11,9.99186135281343e-09,14.7472299302018,"VRK3","51231","VRK serine/threonine kinase 3","Not Significant"
"ENSG00000118971",0.357521872906627,8.35638138619445,6.82475330372263,4.34238339785799e-11,1.00089551395683e-08,14.774999010409,"CCND2","894","cyclin D2","Not Significant"
"ENSG00000142875",-0.41512280730699,6.3880226613832,-6.81897119175996,4.49795478505961e-11,1.02548480018071e-08,14.7007607918033,"PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta","Not Significant"
"ENSG00000140297",0.600278080186129,7.7602157323957,6.8057697902932,4.87396987139763e-11,1.09926363497382e-08,14.6465391725897,"GCNT3","9245","glucosaminyl (N-acetyl) transferase 3, mucin type","Not Significant"
"ENSG00000171291",-0.426850521962317,4.19585478227307,-6.80225565273992,4.97916298603972e-11,1.11104195353386e-08,14.6476923473786,"ZNF439","90594","zinc finger protein 439","Not Significant"
"ENSG00000243649",0.763159299382318,3.5940626663644,6.79902309306715,5.07789571703808e-11,1.12114592278814e-08,14.6564331006809,"CFB","629","complement factor B","Not Significant"
"ENSG00000001617",0.456310029035582,3.91073677492233,6.78633456609616,5.48438590061374e-11,1.1982811902643e-08,14.5667239936859,"SEMA3F","6405","semaphorin 3F","Not Significant"
"ENSG00000016402",1.20802712208014,0.61342639223184,6.78338346066742,5.58341758576418e-11,1.20734210166396e-08,14.3997433400088,"IL20RA","53832","interleukin 20 receptor subunit alpha","Up in CD"
"ENSG00000100219",0.299810609204798,8.10285432360555,6.75014123726095,6.82780576389248e-11,1.44659824139035e-08,14.3284112322223,"XBP1","7494","X-box binding protein 1","Not Significant"
"ENSG00000126262",0.641723099298273,2.47362944493714,6.75103323654546,6.79110480548979e-11,1.44659824139035e-08,14.3771111050992,"FFAR2","2867","free fatty acid receptor 2","Not Significant"
"ENSG00000154165",-0.788148886303869,2.70723430178457,-6.73920171658252,7.29407040983025e-11,1.52993126846189e-08,14.3133846408499,"GPR15","2838","G protein-coupled receptor 15","Not Significant"
"ENSG00000118322",0.495036134018036,7.42667653503978,6.72596753494716,7.90008963989434e-11,1.63895991847806e-08,14.1699844741987,"ATP10B","23120","ATPase phospholipid transporting 10B (putative)","Not Significant"
"ENSG00000198535",0.894741485276238,1.17247941181979,6.72450235042988,7.9701507358647e-11,1.63895991847806e-08,14.1382791564406,"C2CD4A","145741","C2 calcium dependent domain containing 4A","Not Significant"
"ENSG00000161217",0.23480658405517,6.93266212025036,6.71943088438742,8.21739929828509e-11,1.67339757554883e-08,14.1235568978352,"PCYT1A","5130","phosphate cytidylyltransferase 1A, choline","Not Significant"
"ENSG00000240038",-0.294696736133043,3.65475944362079,-6.70921446810126,8.73857452909833e-11,1.76241923795997e-08,14.1263951837836,"AMY2B","280","amylase alpha 2B","Not Significant"
"ENSG00000238133",1.11650663355437,0.267938148407006,6.70194088280386,9.12927651869382e-11,1.82368166647241e-08,13.8805692215301,"MAP3K20-AS1","339751","MAP3K20 antisense RNA 1","Up in CD"
"ENSG00000235688",-1.1256172216534,-1.74968229299679,-6.70012336110941,9.2295539783974e-11,1.82631976129137e-08,13.4525493615812,"SNTG2-AS1","101060391","SNTG2 antisense RNA 1","Down in CD"
"ENSG00000176399",-1.06890248285556,1.22585986879737,-6.67990095518059,1.04209148776907e-10,2.0284565448945e-08,13.9316324545824,"DMRTA1","63951","DMRT like family A1","Down in CD"
"ENSG00000183010",0.474702490999172,4.11071353753916,6.67952403453192,1.04444961548799e-10,2.0284565448945e-08,13.9442435420082,"PYCR1","5831","pyrroline-5-carboxylate reductase 1","Not Significant"
"ENSG00000175538",0.39754501780468,5.46955492889141,6.67706540566435,1.05996062226037e-10,2.03969486714783e-08,13.8768655006661,"KCNE3","10008","potassium voltage-gated channel subfamily E regulatory subunit 3","Not Significant"
"ENSG00000110318",-0.347615704574071,2.21053210734649,-6.6694247856506,1.10962186017442e-10,2.08743812899335e-08,13.9025670340804,"CEP126","57562","centrosomal protein 126","Not Significant"
"ENSG00000196660",0.720731456957203,4.09596707744699,6.66867339690952,1.11462727269252e-10,2.08743812899335e-08,13.8817385180623,"SLC30A10","55532","solute carrier family 30 member 10","Not Significant"
"ENSG00000232490",-0.656875145149692,-0.534201096040635,-6.66978419308233,1.10723546095769e-10,2.08743812899335e-08,13.6236665181367,"OSBPL10-AS1","100874206","OSBPL10 antisense RNA 1","Not Significant"
"ENSG00000158125",0.471136206310971,8.3990150527746,6.66423069370632,1.14467888403427e-10,2.12474686660344e-08,13.8399478304641,"XDH","7498","xanthine dehydrogenase","Not Significant"
"ENSG00000082293",-1.24038315591267,2.06418052264914,-6.65150711367087,1.23521593716574e-10,2.26984473391181e-08,13.8018740005059,"COL19A1","1310","collagen type XIX alpha 1 chain","Down in CD"
"ENSG00000159131",0.206430612921494,6.06421079529941,6.65025566679258,1.24449174922459e-10,2.26984473391181e-08,13.7125359318283,"GART","2618","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","Not Significant"
"ENSG00000166432",-0.531201620271335,3.20065028454629,-6.643462924521,1.29604585103786e-10,2.34349670047578e-08,13.759483845255,"ZMAT1","84460","zinc finger matrin-type 1","Not Significant"
"ENSG00000197157",0.189082693324762,7.44890699024495,6.64142688453919,1.31190297856129e-10,2.35189444233531e-08,13.6810832168429,"SND1","27044","staphylococcal nuclease and tudor domain containing 1","Not Significant"
"ENSG00000213971",-0.296282250333349,2.85197764043541,-6.63722985886318,1.34519376742137e-10,2.39113892132739e-08,13.7274694206346,NA,NA,NA,"Not Significant"
"ENSG00000110756",0.346849393915,6.36004029928071,6.63118590273531,1.39459617220492e-10,2.45812224470573e-08,13.6028725416492,"HPS5","11234","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2","Not Significant"
"ENSG00000176438",-0.422760847644153,3.95196099298782,-6.60781740422355,1.60292763231315e-10,2.8017839239807e-08,13.5314373152068,"SYNE3","161176","spectrin repeat containing nuclear envelope family member 3","Not Significant"
"ENSG00000117228",0.565041933593161,6.266994745092,6.60526416400095,1.62746267272294e-10,2.82115946779866e-08,13.4534875871437,"GBP1","2633","guanylate binding protein 1","Not Significant"
"ENSG00000170873",-0.326020615933662,3.78683070855103,-6.60269934786348,1.65248001200814e-10,2.84104657802219e-08,13.5070607375894,"MTSS1","9788","MTSS I-BAR domain containing 1","Not Significant"
"ENSG00000179761",0.656239418570644,1.73665416601129,6.59100196080722,1.77144710556035e-10,3.02082138529499e-08,13.4354131266975,"PIPOX","51268","pipecolic acid and sarcosine oxidase","Not Significant"
"ENSG00000100522",0.309045164080211,4.95833511411616,6.58286429418806,1.85912848324926e-10,3.14477580130267e-08,13.3472011669033,"GNPNAT1","64841","glucosamine-phosphate N-acetyltransferase 1","Not Significant"
"ENSG00000164211",0.337402814380503,6.70460367365873,6.56953707867171,2.01201064383078e-10,3.37615386034806e-08,13.2517894337752,"STARD4","134429","StAR related lipid transfer domain containing 4","Not Significant"
"ENSG00000107518",-0.89964364613975,1.72087059487284,-6.56448614761865,2.0731203759504e-10,3.45108729250474e-08,13.2988675236632,"ATRNL1","26033","attractin like 1","Not Significant"
"ENSG00000161955",0.534800196853506,2.62840158339439,6.55345864360642,2.21293785833088e-10,3.65483240775514e-08,13.2509530426853,"TNFSF13","8741","TNF superfamily member 13","Not Significant"
"ENSG00000138433",0.223890508770047,4.65339208433092,6.54765635361142,2.29017862820687e-10,3.72375943617358e-08,13.1556701501436,"CIRSR","9541","corepressor of RBPJ and splicing regulator","Not Significant"
"ENSG00000182749",0.493915038625625,3.40932057917802,6.54802425404841,2.28520350824676e-10,3.72375943617358e-08,13.2124930246809,"PAQR7","164091","progestin and adipoQ receptor family member 7","Not Significant"
"ENSG00000150672",-0.462892425557207,1.35747116953754,-6.54084275006947,2.38426385636324e-10,3.84691802978608e-08,13.1472715740138,"DLG2","1740","discs large MAGUK scaffold protein 2","Not Significant"
"ENSG00000236901",-0.31516230224214,4.10597406039684,-6.52134400891514,2.67496868685074e-10,4.28301284020568e-08,13.0277619324177,"MIR600HG","81571","MIR600 host gene","Not Significant"
"ENSG00000144619",-0.406173226140737,4.11867725837333,-6.51408995136952,2.79176699590073e-10,4.43616005598619e-08,12.9826587080817,"CNTN4","152330","contactin 4","Not Significant"
"ENSG00000115386",1.0524295210387,10.9003592128834,6.50193710687585,2.99874956379684e-10,4.72923098501043e-08,12.9585815018408,"REG1A","5967","regenerating family member 1 alpha","Up in CD"
"ENSG00000159224",3.08138403714599,-2.18666393242796,6.49705845372072,3.08601133477272e-10,4.83052893633267e-08,11.6052725511,"GIP","2695","gastric inhibitory polypeptide","Up in CD"
"ENSG00000205929",-0.748361728755932,-0.0954599166285596,-6.49104793527287,3.19694842270818e-10,4.96711060491141e-08,12.7315665537248,"EPCIP","56245","exosomal polycystin 1 interacting protein","Not Significant"
"ENSG00000039560",-0.388309717692882,4.39136818164327,-6.47995242055308,3.41210902701108e-10,5.2624255030557e-08,12.7807026002314,"RAI14","26064","retinoic acid induced 14","Not Significant"
"ENSG00000149658",0.160746003617784,5.16590449969591,6.46369936816386,3.75314494686707e-10,5.70450835221281e-08,12.6577146665742,"YTHDF1","54915","YTH N6-methyladenosine RNA binding protein F1","Not Significant"
"ENSG00000155660",0.351241844405143,8.05298378172046,6.46469907158621,3.73123634524236e-10,5.70450835221281e-08,12.685589639028,"PDIA4","9601","protein disulfide isomerase family A member 4","Not Significant"
"ENSG00000213145",-0.555376973890926,2.24488967935647,-6.45949194867056,3.84674202343099e-10,5.80470603895431e-08,12.7228831919543,"CRIP1","1396","cysteine rich protein 1","Not Significant"
"ENSG00000173914",-0.1597575471637,3.91541868057387,-6.44533420824259,4.17881378950263e-10,6.2607585167727e-08,12.609707715689,"RBM4B","83759","RNA binding motif protein 4B","Not Significant"
"ENSG00000133019",0.512617445902964,3.22003641747446,6.42843046451638,4.61224368060832e-10,6.86112136175599e-08,12.5450660971589,"CHRM3","1131","cholinergic receptor muscarinic 3","Not Significant"
"ENSG00000236088",-0.546019156706891,-0.14583386836963,-6.42413742984574,4.72916085783393e-10,6.98550345021596e-08,12.3749407454719,"COX10-DT","100874058","COX10 divergent transcript","Not Significant"
"ENSG00000197147",0.222039867216419,4.8017329510544,6.42162405297598,4.79895406240985e-10,7.0390252768564e-08,12.4380152028359,"LRRC8B","23507","leucine rich repeat containing 8 VRAC subunit B","Not Significant"
"ENSG00000178814",0.338105496831527,4.91020304088708,6.41686177463263,4.93397682868977e-10,7.18681694317833e-08,12.4032366468311,"OPLAH","26873","5-oxoprolinase, ATP-hydrolysing","Not Significant"
"ENSG00000148248",0.272194446215762,8.51341497643509,6.41475176063054,4.99498530268821e-10,7.22550460164725e-08,12.4200473693835,"SURF4","6836","surfeit 4","Not Significant"
