"sample","group","reason_median_logCPM","reason_low_within_group_correlation","sample_weight","avg_within_group_cor"
"MSCCR_reGRID_270_Biopsy_533","CD",FALSE,FALSE,0.541839653081538,0.926405979518984
"MSCCR_reGRID_274_Biopsy_540","CD",FALSE,FALSE,1.61824655089167,0.946970175995059
"MSCCR_reGRID_28_Biopsy_60","CD",FALSE,FALSE,0.512647932610197,0.930971756421457
"MSCCR_reGRID_281_Biopsy_561","CD",FALSE,FALSE,1.53709805401005,0.94094651473573
"MSCCR_reGRID_291_Biopsy_581","CD",FALSE,FALSE,1.20174355517652,0.946264581362037
"MSCCR_reGRID_298_Biopsy_593","CD",FALSE,FALSE,2.30744665804337,0.948984281218138
"MSCCR_reGRID_3_Biopsy_6","CD",FALSE,FALSE,1.64907062383128,0.940884924231844
"MSCCR_reGRID_303_Biopsy_603","CD",FALSE,FALSE,0.445731399281262,0.901046864368448
"MSCCR_reGRID_31_Biopsy_65","CD",FALSE,FALSE,0.617911135080484,0.925468690060395
"MSCCR_reGRID_32_Biopsy_67","CD",FALSE,FALSE,1.73250121381517,0.94133534506931
"MSCCR_reGRID_337_Biopsy_656","CD",FALSE,FALSE,0.715827129135577,0.933853920253511
"MSCCR_reGRID_34_Biopsy_72","CD",FALSE,FALSE,0.941724576344105,0.936294947445356
"MSCCR_reGRID_343_Biopsy_671","CD",FALSE,FALSE,2.14350559319133,0.94898948093433
"MSCCR_reGRID_344_Biopsy_672","CD",FALSE,FALSE,1.25862044991495,0.932807343905746
"MSCCR_reGRID_345_Biopsy_676","CD",FALSE,FALSE,0.779882212022961,0.93964727470965
"MSCCR_reGRID_347_Biopsy_680","Control",FALSE,FALSE,2.36824323985366,0.943495879823216
"MSCCR_reGRID_348_Biopsy_683","CD",FALSE,FALSE,2.78944890635352,0.947537460754476
"MSCCR_reGRID_353_Biopsy_690","CD",FALSE,FALSE,0.926305500265541,0.926479624759007
"MSCCR_reGRID_354_Biopsy_693","CD",FALSE,FALSE,0.758452817728425,0.931434154052883
"MSCCR_reGRID_355_Biopsy_694","CD",FALSE,FALSE,1.18098481253072,0.942125069925074
"MSCCR_reGRID_365_Biopsy_714","CD",FALSE,FALSE,1.73815724569267,0.947256577715837
"MSCCR_reGRID_367_Biopsy_721","CD",FALSE,FALSE,0.955675864473929,0.934554034244256
"MSCCR_reGRID_369_Biopsy_725","CD",FALSE,FALSE,1.03488228371278,0.933950518189069
"MSCCR_reGRID_373_Biopsy_737","CD",FALSE,FALSE,0.618863072867098,0.925295777633389
"MSCCR_reGRID_376_Biopsy_742","CD",FALSE,FALSE,2.02763289933028,0.947176646878529
"MSCCR_reGRID_377_Biopsy_744","CD",FALSE,FALSE,1.07385340229199,0.933932608691317
"MSCCR_reGRID_378_Biopsy_748","CD",FALSE,FALSE,0.674278413815301,0.917470487343178
"MSCCR_reGRID_387_Biopsy_773","CD",FALSE,FALSE,1.16344703138685,0.93798403216733
"MSCCR_reGRID_398_Biopsy_798","CD",FALSE,FALSE,1.09410224691344,0.934781028747733
"MSCCR_reGRID_4_Biopsy_9","CD",FALSE,FALSE,1.13156428751754,0.945453193427152
"MSCCR_reGRID_401_Biopsy_803","CD",FALSE,FALSE,1.33844470623773,0.942880288431441
"MSCCR_reGRID_403_Biopsy_809","CD",FALSE,FALSE,1.60708716562599,0.945713498706328
"MSCCR_reGRID_405_Biopsy_813","CD",FALSE,FALSE,1.02867394804898,0.923576554061572
"MSCCR_reGRID_413_Biopsy_834","CD",FALSE,FALSE,1.06277648194771,0.940009470615378
"MSCCR_reGRID_418_Biopsy_842","CD",FALSE,FALSE,0.433649131759507,0.900030876162803
"MSCCR_reGRID_442_Biopsy_897","CD",FALSE,FALSE,0.534636807826125,0.913905009708612
"MSCCR_reGRID_445_Biopsy_904","CD",FALSE,FALSE,1.23281380644285,0.943957197540506
"MSCCR_reGRID_458_Biopsy_928","CD",FALSE,FALSE,0.637855722496984,0.911727936951038
"MSCCR_reGRID_460_Biopsy_933","CD",FALSE,FALSE,1.13096748836723,0.940119168589523
"MSCCR_reGRID_464_Biopsy_939","CD",FALSE,FALSE,0.829017284460096,0.936380336864758
"MSCCR_reGRID_47_Biopsy_93","CD",FALSE,FALSE,0.836769928285143,0.940782240392474
"MSCCR_reGRID_470_Biopsy_950","CD",FALSE,FALSE,1.24089071784553,0.939708081984041
"MSCCR_reGRID_477_Biopsy_964","Control",FALSE,FALSE,0.378537305345183,0.886704809432754
"MSCCR_reGRID_482_Biopsy_975","CD",FALSE,FALSE,1.03024598544666,0.939721218723385
"MSCCR_reGRID_498_Biopsy_1011","CD",FALSE,FALSE,0.510548138080731,0.906010264925997
"MSCCR_reGRID_507_Biopsy_1026","CD",FALSE,FALSE,2.24933306310891,0.946371799366302
"MSCCR_reGRID_508_Biopsy_1031","Control",FALSE,FALSE,2.0787667029002,0.943279626330407
"MSCCR_reGRID_52_Biopsy_102","CD",FALSE,FALSE,1.07591112624478,0.928663136591446
"MSCCR_reGRID_520_Biopsy_1047","Control",FALSE,FALSE,1.32337656048533,0.936162585109207
"MSCCR_reGRID_522_Biopsy_1048","Control",FALSE,FALSE,1.60100041494936,0.940225045236674
"MSCCR_reGRID_525_Biopsy_1054","Control",FALSE,FALSE,2.04011872677702,0.944896857268464
"MSCCR_reGRID_533_Biopsy_1063","CD",FALSE,FALSE,1.04654809508697,0.930583787782517
"MSCCR_reGRID_538_Biopsy_1069","Control",FALSE,FALSE,2.05699694672265,0.947765013778402
"MSCCR_reGRID_539_Biopsy_1071","CD",FALSE,FALSE,1.02378069353158,0.94051645356357
"MSCCR_reGRID_54_Biopsy_108","CD",FALSE,FALSE,1.45003464098323,0.942907711908246
"MSCCR_reGRID_545_Biopsy_1080","CD",FALSE,FALSE,1.53177663233321,0.944988447910673
"MSCCR_reGRID_547_Biopsy_1084","CD",FALSE,FALSE,1.57420831341553,0.940710717901532
"MSCCR_reGRID_553_Biopsy_1094","Control",FALSE,FALSE,1.25012497708508,0.937077664435905
"MSCCR_reGRID_566_Biopsy_1108","Control",FALSE,FALSE,1.72887797449579,0.943883775932531
