"pathway","pval","padj","log2err","ES","NES","size"
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN",0.136363636363636,0.305954524517399,0.176694268938498,-0.248034636525923,-1.17184078094931,173
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP",1.05023944511561e-08,1.76404011626143e-06,0.747739663149885,0.458544975114792,2.11604955064663,152
"GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN",3.01544124323235e-10,9.79214286385651e-08,0.814035837847908,0.483293133094003,2.24303216840393,156
"GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP",0.0101166053808829,0.0567718719012451,0.380730400722792,-0.298473134342628,-1.41273482004389,176
"GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN",0.00146332867911737,0.0149745252016402,0.45505986738723,0.339415947537185,1.57960718913438,160
"GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP",0.156316916488223,0.332357904529065,0.163180127180689,-0.242566831400714,-1.14513653481138,166
"GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN",0.125,0.291886385426654,0.16823816568964,0.314148570969518,1.26105851084002,67
"GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP",0.98339483394834,0.996874964304344,0.0427591434738678,0.158371823873486,0.746511872948531,176
"GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN",0.824497257769653,0.896857110896824,0.0503964322442957,0.190514979776119,0.835070124256517,110
"GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_UP",0.20985401459854,0.398207598406501,0.126875729929857,0.296963468879124,1.16515715377171,62
"GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_DN",0.860176991150442,0.920539903482724,0.0469758727821845,0.183307067808697,0.830874445038929,132
"GSE10147_IL3_VS_IL3_AND_CPG_STIM_PDC_UP",0.0631768953068592,0.194154357753761,0.241339976815091,0.337045205330843,1.35921402243739,68
"GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_DN",0.181159420289855,0.362393238698926,0.137250779610133,0.312825579008726,1.20915594997444,53
"GSE10147_IL3_VS_IL3_AND_HIVP17_STIM_PDC_UP",0.686534216335541,0.795458650754143,0.0679922591544058,-0.198416949069184,-0.914354355749258,141
"GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_DN",0.433579335793358,0.59879924713622,0.0824344091527096,0.231269561926019,1.00976081607221,106
"GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP",0.130242825607064,0.298126317449252,0.183023938384487,-0.271343741987781,-1.20204647100497,112
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN",0.253968253968254,0.440869338944891,0.11146266692298,0.24139003952229,1.09325057002655,131
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP",0.454054054054054,0.615728646240896,0.0787113806986485,0.215610797122957,0.993164439350728,147
